,index_left,code,name,latitude,longitude,start,close,type,sez_id,origin ,inv2000,inv2001,inv2002,inv2003,inv2004,inv2005,inv2006,inv2007,inv2008,inv2009,inv2010,inv2011,inv2012,inv2013,inv2014,inv2015,inv2016,ob_f_2000,tec_f_2000,adm_f_2000,ob_f_2001,tec_f_2001,adm_f_2001,ob_f_2002,tec_f_2002,adm_f_2002,ob_f_2003,tec_f_2003,adm_f_2003,ob_f_2004,tec_f_2004,adm_f_2004,ob_f_2005,tec_f_2005,adm_f_2005,ob_f_2006,tec_f_2006,adm_f_2006,ob_f_2007,tec_f_2007,adm_f_2007,ob_f_2008,tec_f_2008,adm_f_2008,ob_f_2009,tec_f_2009,adm_f_2009,ob_f_2010,tec_f_2010,adm_f_2010,ob_f_2011,tec_f_2011,adm_f_2011,ob_f_2012,tec_f_2012,adm_f_2012,ob_f_2014,tec_f_2014,adm_f_2014,ob_f_2015,tec_f_2015,adm_f_2015,ob_f_2016,tec_f_2016,adm_f_2016,ob_m_2000,tec_m_2000,adm_m_2000,ob_m_2001,tec_m_2001,adm_m_2001,ob_m_2002,tec_m_2002,adm_m_2002,ob_m_2003,tec_m_2003,adm_m_2003,ob_m_2004,tec_m_2004,adm_m_2004,ob_m_2005,tec_m_2005,adm_m_2005,ob_m_2006,tec_m_2006,adm_m_2006,ob_m_2007,tec_m_2007,adm_m_2007,ob_m_2008,tec_m_2008,adm_m_2008,ob_m_2009,tec_m_2009,adm_m_2009,ob_m_2010,tec_m_2010,adm_m_2010,ob_m_2011,tec_m_2011,adm_m_2011,ob_m_2012,tec_m_2012,adm_m_2012,ob_m_2014,tec_m_2014,adm_m_2014,ob_m_2015,tec_m_2015,adm_m_2015,ob_m_2016,tec_m_2016,adm_m_2016,ent2000,ent2001,ent2002,ent2003,ent2004,ent2005,ent2006,ent2007,ent2008,ent2009,ent2010,ent2011,ent2012,ent2013,ent2014,ent2015,ent2016,ele2000,ele2001,ele2002,ele2003,ele2004,ele2005,ele2006,ele2007,ele2008,ele2009,ele2010,ele2011,ele2012,ele2013,ele2014,ele2015,ele2016,com2000,com2001,com2002,com2003,com2004,com2005,com2006,com2007,com2008,com2009,com2010,com2011,com2012,com2013,com2014,com2015,com2016,inf2000,inf2001,inf2002,inf2003,inf2004,inf2005,inf2006,inf2007,inf2008,inf2009,inf2010,inf2011,inf2012,inf2013,inf2014,inf2015,inf2016,wat2000,wat2001,wat2002,wat2003,wat2004,wat2005,wat2006,wat2007,wat2008,wat2009,wat2010,wat2011,wat2012,wat2013,wat2014,wat2015,wat2016,tss2000,tss2001,tss2002,tss2003,tss2004,tss2005,tss2006,tss2007,tss2008,tss2009,tss2010,tss2011,tss2012,tss2013,tss2014,tss2015,tss2016,buiilt2000,buiilt2001,buiilt2002,buiilt2003,buiilt2004,buiilt2005,buiilt2006,buiilt2007,buiilt2008,buiilt2009,buiilt2010,buiilt2011,buiilt2012,buiilt2013,buiilt2014,buiilt2015,buiilt2016,ocu2000,ocu2001,ocu2002,ocu2003,ocu2004,ocu2005,ocu2006,ocu2007,ocu2008,ocu2009,ocu2010,ocu2011,ocu2012,ocu2013,ocu2014,ocu2015,ocu2016,sal_op2000,sal_op2001,sal_op2002,sal_op2003,sal_op2004,sal_op2005,sal_op2006,sal_op2007,sal_op2008,sal_op2009,sal_op2010,sal_op2011,sal_op2012,sal_op2013,sal_op2014,sal_op2015,sal_op2016,sal_tec2000,sal_tec2001,sal_tec2002,sal_tec2003,sal_tec2004,sal_tec2005,sal_tec2006,sal_tec2007,sal_tec2008,sal_tec2009,sal_tec2010,sal_tec2011,sal_tec2012,sal_tec2013,sal_tec2014,sal_tec2015,sal_tec2016,len2000,len2001,len2002,len2003,len2004,len2005,len2006,len2007,len2008,len2009,len2010,len2011,len2012,len2013,len2014,len2015,len2016,id,shapeName
135,2,DOM-ALC,Los Alcarrizos ,18.52119218,-70.05086541,1990,0,public,2,1,19853638.95,19521896.75,14683246,16110722.99,23755065.7,20419701.5,22705077.88,40192104.07,37723217.65,28511505.5,21776166.76,22307044.2,23142258.73,29017608.73,28846815.7,27461136.4,25518598.92,2105,59,62,1361,39,74,1143,18,51,1014,31,54,1456,54,62,1050,29,56,910,31,60,413,21,50,435,44,45,383,35,46,501,11,44,585,10,44,608,26,39,418,20,27,409,20,40,403,23,48,1068,157,81,1108,110,77,841,89,83,927,137,62,1360,130,63,917,97,84,811,131,122,510,122,54,412,142,44,395,93,48,407,60,55,480,57,63,432,82,55,375,51,36,429,71,48,370,72,43,19,17,14,18,17,14,14,14,12,15,14,13,13,13,12,10,11,9812247.7,9991975,7631557.76,15851375.59,31941101.51,30035567.07,27144131.93,13412951.03,18897769.79,14666398.01,9379610.45,14013520.36,10572678.8,11821322.07,9756788.47,12778331.28,11783.2,0,0,0,4158720.15,4507834.03,4420022.97,4708623.09,3178531.56,5586756.02,5051923.34,3955706.7,3314118.53,3355000.81,4516875.88,3432905.23,4495590.62,3847.24,766893.43,664740.87,532821.61,737730.28,1253120.81,1407623.3,1543897.97,962618.42,978345.29,1066418.39,871198.12,933492,980049,1273446.04,1022784.27,1141928.41,1256.74,464354,303304.5,175151.74,449473.79,1017732,920207.21,877829,936269,1435004.34,1217425.02,1261781.85,1493500.5,1192078.77,789742.5,747952.08,1435953.34,669.42,5638113.84,5522545.9,3930638.13,4545852.91,4234373.33,5501330.91,5145037.9,7169903.25,15433680.55,14541632.67,18714115.9,22596915.27,23296070.87,24948480.94,24852524.06,28271407.9,29103.43,482462,563307,563307.6,563307,563307,563307,563307,563307,563307,563307,583516,583516,583516,619079.63,619079.63,619079.63,563991.87,482462,531735,531735,523307,526195,526195,510666,547120,547120,563307,567166,583516,386345.12,439920.97,485938.61,428063.29,456251.54,620.42,680.92,653.39,810.29,954.82,1177.06,1510.24,1781.92,1479.66,1779.23,1741.88,1986.42,1801.43,1790.85,2095.67,2491.69,2746.32,1553.24,1493.82,1689,1729.45,2221.94,2312.73,2770.28,3446.06,2969.16,4073.59,3389.04,3762,3197.77,3533.52,3852.34,4420.89,4293,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,135,Los Alcarrizos
135,32,DOM-HAN,Hato Nuevo ,18.53692314,-70.06254185,2001,0,public,33,1,0,5500000,5500000,2500000,2750000,1050000,1050000,1568802.79,16168567.63,14974244.52,16721603.52,18372661.8,18962933.17,20061888.25,19516688.6,31710575.8,25844201.88,0,0,0,137,16,5,194,14,5,192,17,7,216,18,12,204,27,15,116,25,6,28,2,11,35,3,12,33,3,8,57,7,12,19,37,17,12,10,16,46,9,25,49,5,31,36,8,33,0,0,0,137,16,5,105,10,4,303,5,5,466,24,6,146,17,3,88,16,5,34,5,4,20,9,8,19,9,7,45,13,10,42,15,9,41,21,12,104,22,30,72,20,31,67,21,35,0,1,2,2,2,2,2,3,3,4,5,5,5,5,5,5,5,0,0,116161,120170,0,0,637287.54,155154.69,2082907.03,939754.48,2424512.99,2862853.03,4245553.6,696404.56,3825404.56,5428204.55,4381.42,0,0,0,501782,951456,1320500,396921.83,508099.03,545186.8,1009185.24,1441265.05,1176226.24,1735756.37,1530037.86,3068764,5631280.68,2728.03,0,0,38047,271119,368472,504545,117052.9,30655.81,39935.82,75963,94978,659869.44,231136.22,249128.46,409209.2,639205.8,604.91,0,0,0,0,0,0,20824.8,23301.6,0,0,0,0,12604.8,27114.64,1181744,155120,2,0,26000,136327,1056703,990426.23,1603910,528104.91,320032.51,1386102.35,1518011.28,2271884.71,3391599.58,4528433.46,5672992.11,8605677.56,11447627.44,11054.81,0,132166,132166,144147,133726,133726,149419,149419,149419,149419,149419,149919,149919,156895.13,156085.13,168360.39,165292,0,132166,132166,117987,133726,133726,149419,149419,149419,149419,149419,149919,136972.59,136635.07,152376.03,168360.39,165292,0,1000,577,973.85,1073.4,1223.4,1270.8,1422.19,1869.45,1736.16,1833.42,2459.43,2573.63,2936.27,3030.05,3171.2,3712.5,0,2500,1813.5,2750,3000,3500,2350,3400,3000,2989.32,3770.4,4212.5,4841.15,5901.16,5442.5,4851.33,5866.67,0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,135,Los Alcarrizos
135,29,DOM-GLO,Global Zona Franca Ind. ,18.53043559,-70.01195079,1995,0,private,30,1,9719625.77,10459813.08,8388888,8888888,7733334,4600000,4900000,0,0,0,0,0,187420,402925,440900,428211,728733,235,3,6,341,4,6,283,2,5,177,3,4,151,2,4,2,1,6,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,4,0,0,4,94,10,10,97,11,14,102,12,16,88,14,17,80,16,11,63,10,2,63,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,2,3,10,0,1,9,0,1,3,3,2,2,2,1,1,0,0,0,0,0,1,2,2,2,2,0,0,0,0,0,0,1688391,0,0,0,0,0,23233,200000,230000,263440,285.88,0,0,0,266000,372000,540000,2655577.24,0,0,0,0,0,5000,200000,210000,256384,270.3,0,107800,80500,80300,29100,27100,177589,0,0,0,0,0,0,4200,4300,10200,19.59,0,0,0,35000,480000,619500,16500,0,0,0,0,0,0,0,0,0,0,710000,1209000,888000,263800,0,56096,580432.63,0,0,0,0,0,0,81620,152198.92,236797.31,390.93,199067,199067,199067,199067,199067,199067,199067,0,0,0,0,0,53800,53800,500261,500261,500261,199067,199067,174738,174738,174473,151894,174738,0,0,0,0,0,10760,22596,500261,500261,500261,783.33,783.33,800,892.5,1000,1865,1500,1510.85,1937,0,0,0,1900,2834.48,2900,2942.24,2942.24,1961.67,4416.67,1322,1674.5,1900,2031.81,2500,4231.5,3645.67,0,0,0,3600,5750,3850,0,0,5,6,7,8,9,10,11,0,0,0,0,0,17,18,19,20,21,135,Los Alcarrizos
136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,Nizao
137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,Polo
138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,Quisqueya
139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,BÃ¡nica
140,18,DOM-COT,Cotui,19.03592402,-70.15049018,1990,2009,public,18,1,848212.12,647057,707666,674500,991500,1270000,350200,332690,350200,350200,0,0,0,0,0,0,0,167,7,8,176,6,6,171,16,6,175,17,4,203,13,4,166,12,5,164,8,2,144,8,2,130,6,3,116,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,15,8,154,22,5,184,26,10,188,27,4,204,32,5,191,25,5,155,16,2,134,16,2,91,14,2,85,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,2,3,3,1,1,1,1,0,0,0,0,0,0,0,129982.91,251000,347500,566000,1468666,739950,934400,1344448.8,1048400,872600,0,0,0,0,0,0,0,0,0,0,118884.87,375912,175973,203065,203065,187501,143447,0,0,0,0,0,0,0,15626.01,25668.49,102016.41,19675.96,23802,42693.36,55857,59092.16,91114.84,95049,0,0,0,0,0,0,0,5800,14353,34844,52604,36132,35859,43800,55920,0,0,0,0,0,0,0,0,0,393397.8,561580.54,709817.98,385548,1235538,636303,568595.95,1858074.08,2618099.29,1585289.23,809798.75,0,0,0,0,0,0,65142,56564.14,56564,56564,56608,82965,82965,82965,82965,82965,0,0,0,0,0,0,0,65142,43940,43941,43941,56608,33186,60430,49779,49779,71272,0,0,0,0,0,0,0,512.33,601.33,625,875,949,1324.66,1027,1100,1130,0,0,0,0,0,0,0,0,1141.33,1565.33,1200,1600,3233.33,2328.33,2500,3000,2500,0,0,0,0,0,0,0,0,10,11,12,13,14,15,16,17,18,19,0,0,0,0,0,0,0,140,CotuÃ­
141,79,DOM-RIO,Riosur ,18.5195064,-69.64306985,2017,0,private,79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,San Antonio De Guerra
141,93,DOM-VIS,Bella Vista ,18.61321459,-69.70844704,2004,0,private,93,1,0,0,0,0,268000,61659000,58000000,113481652,131602799.7,131602799.7,140000000,151000000,152692579.4,151900000,283200500,283200500,283200500,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,97,11,12,44,20,28,58,1,21,56,1,31,36,5,29,120,3,38,66,41,34,56,18,49,52,19,47,123,10,84,336,19,94,0,0,0,0,0,0,0,0,0,0,0,0,30,15,3,395,57,52,720,218,165,486,389,166,847,102,112,757,125,103,805,119,109,487,442,61,500,347,164,518,425,123,659,113,72,1076,151,84,0,0,0,0,1,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,145500,73211.41,85024900,146663382.3,215730058.9,4224434.65,10085000,173500000,5013142.46,393295000,374700000,315649590.4,254413.1,0,0,0,0,185000,272934.73,3209490.99,4297577.79,3902908.41,4074717.2,8070000,11600000,2960080.59,11407000,4365000,885510.8,5231,0,0,0,0,0,0,1137654.35,1448370,1532104,1973480,1950000,2563800,2632573,2505000,3023000,3173190,3001.83,0,0,0,0,90000,49071,8000000,7642081,12451533,12696529,9700000,17191000,16354196,19591000,19924000,21329496,16800,0,0,0,0,56400,207217.3,171681.98,24860776.08,33782555.03,30144336.33,40627668.25,50224417.22,44747426.19,53594927.27,57600351.29,60854461.67,65013.44,0,0,0,0,506796,506796,444890,486352,486352,388922.96,388922.96,421816,421816,421816,421834,421834,421834,0,0,0,0,506796,506796,444890,486352,486352,388922.96,388922.96,421816,421816,421816,421834,421834,421834,0,0,0,0,1350,1313,1900,0,1130,3121,3000,2561,3561.36,2423.7,2617.6,2750,2800,0,0,0,0,6500,3000,4500,0,4569,4615,5375,4698,6863,6433.17,7015.64,4450,4500,0,0,0,0,0,1,2,3,4,5,6,7,8,9,10,11,12,141,San Antonio De Guerra
142,5,DOM-ARM,La Armeria ,18.42129421,-70.11766012,1990,0,public,5,1,8620740.19,5016030,10355021,7131271,8576310,9207504.27,11921351.15,16658481.31,16097596.35,7922821.33,8538776.22,7005128.7,7648324.93,2234206.89,2728910.8,5452953.6,7167910.28,1719,37,30,1285,38,13,1372,43,20,1276,61,29,1306,52,24,714,21,17,792,17,29,793,23,24,497,26,26,427,32,18,169,18,11,194,9,8,230,20,11,197,7,14,310,8,25,407,7,28,808,80,34,571,53,21,476,69,21,407,78,23,858,79,27,265,61,19,378,50,22,278,49,21,172,51,17,156,33,11,85,26,7,112,21,8,98,43,12,127,28,14,197,30,28,218,27,38,10,9,11,10,10,10,9,8,8,7,5,5,6,6,6,8,9,3561896,2419200.04,3073773.58,3817908.51,11063851.64,8102430.7,8361395.8,6545460.79,5997554.38,5820089.4,3612196.79,3784639.9,4101929.55,3218046.65,2379713.44,20596983.45,5046.3,0,0,0,730368.99,1630871.96,1957018.55,2007078.8,3265433.59,3251871.07,2824575.49,1015920.68,987064,1106267.34,1248648.85,1183737.23,1509984.22,1772.33,678543.21,281005.92,464793.44,550258.47,701344.07,460677.17,889290.93,566717.5,629817.64,404930.4,145913.89,296433.6,349344.39,206720.75,197783.28,550180.07,591.82,86750,81700,171953,37178,343650,179433,88058,341660,75021.9,251406.7,107733,118693,244911,194932.61,43312.1,722143.9,951.47,3980122.5,2921492.85,4052449.34,2976086.42,2319144.38,2895184.45,2034905.97,5735152.92,11070036.33,8324377.6,4756105.55,5957603.18,6053210.57,8277887.88,8024967.52,11133280.32,13470.86,254469,275783,275783,275783,337529,337529,337529,337529,337529,337529,337529,337529,337529,310078.93,310078.93,310078.93,337333.2,229066,275783,275783,275783,337529,337529,337529,337529,337529,321213,209763,318441,235255.15,283104.28,279648.41,279648.41,314720.51,898.9,660.51,621.69,770.94,897.3,1096.79,1249.54,1600,1700,2272.3,1833.9,2094.6,2008.12,2015.8,2125.79,2354.15,2076.28,1978.89,1623.56,1455.05,1912.75,2188.89,2403.32,2878.17,1954,2551,3551.6,3893.25,3359.33,3131.93,4402,3956.3,4300.9,4187.17,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,142,San CristÃ³bal
142,1,DOM-6NO,Zona Franca 6 de Noviembre ,18.43423576,-70.07709655,2016,0,private,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1890354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6280.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2104.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,San CristÃ³bal
143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,El Pino
144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,Cambita Garabitos
145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,Villa Jaragua
